"","EmployeeID","Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","Gender","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager","vacations","work_regularity","workLoad","mean_attendance","JobInvolvement","PerformanceRating","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance"
"2403",2403,32,"No","Travel_Rarely","Research & Development",5,4,"Technical Degree","Male",5,"Research Scientist","Divorced",50030,0,13,0,10,5,9,1,6,19,"chronic_irregular","normal",6.58789256198347,3,3,4,2,2
"2404",2404,31,"No","Travel_Rarely","Research & Development",28,4,"Technical Degree","Female",2,"Sales Executive","Married",127420,1,11,0,10,4,10,0,2,19,"regular","normal",7.41876033057851,2,3,1,4,3
"2405",2405,49,"No","Travel_Rarely","Research & Development",2,4,"Medical","Male",1,"Laboratory Technician","Divorced",42270,4,18,0,17,3,2,2,2,15,"regular","severe_workload",9.69829268292683,2,3,4,1,2
"2406",2406,38,"No","Travel_Frequently","Sales",29,2,"Medical","Female",1,"Sales Executive","Single",39170,1,15,3,4,2,4,3,3,26,"regular","normal",7.83012765957447,3,3,4,2,3
"2407",2407,47,"No","Travel_Rarely","Research & Development",1,4,"Medical","Male",3,"Laboratory Technician","Divorced",183030,6,22,1,29,2,3,1,2,29,"chronic_irregular","normal",6.73762931034483,2,4,2,2,3
"2408",2408,49,"No","Travel_Rarely","Research & Development",21,3,"Medical","Male",2,"Manufacturing Director","Single",23800,4,13,0,23,3,8,0,0,20,"chronic_irregular","normal",6.41464730290456,1,3,3,3,3
"2409",2409,41,"No","Travel_Rarely","Research & Development",24,4,"Life Sciences","Female",4,"Manager","Single",137260,3,12,0,21,6,2,0,2,30,"regular","severe_workload",10.9881385281385,4,3,4,3,3
"2410",2410,20,"No","Travel_Rarely","Research & Development",1,3,"Life Sciences","Male",1,"Sales Representative","Single",47770,1,18,1,2,3,2,0,2,18,"regular","normal",7.67094650205761,3,3,4,1,3
"2411",2411,33,"No","Non-Travel","Research & Development",18,2,"Medical","Female",2,"Healthcare Representative","Divorced",63850,1,13,0,7,6,6,1,2,18,"regular","severe_workload",9.46921810699589,2,3,3,4,3
"2412",2412,36,"No","Travel_Rarely","Research & Development",2,2,"Technical Degree","Male",3,"Sales Executive","Married",199730,6,12,0,10,2,3,0,2,19,"chronic_irregular","normal",5.98863636363636,3,3,1,3,2
"2413",2413,44,"No","Travel_Rarely","Research & Development",9,3,"Technical Degree","Female",3,"Healthcare Representative","Divorced",68610,4,12,0,8,2,2,2,2,22,"regular","normal",8.49133891213389,2,3,3,4,3
"2414",2414,23,"Yes","Travel_Rarely","Human Resources",6,3,"Life Sciences","Female",3,"Laboratory Technician","Single",49690,1,12,0,5,3,5,1,2,32,"regular","normal",8.12764192139738,3,3,4,3,3
"2415",2415,38,"No","Travel_Rarely","Research & Development",11,2,"Life Sciences","Male",1,"Sales Executive","Married",198450,7,11,1,7,3,0,0,0,19,"regular","normal",7.38702479338843,3,3,4,3,2
"2416",2416,53,"No","Travel_Rarely","Research & Development",24,3,"Life Sciences","Male",4,"Research Director","Married",133200,3,11,0,11,2,4,1,2,27,"regular","normal",8.00226495726496,3,3,2,4,3
"2417",2417,48,"Yes","Travel_Frequently","Sales",10,2,"Marketing","Male",1,"Healthcare Representative","Married",63470,2,12,1,19,3,9,7,7,20,"regular","severe_workload",9.92585062240664,1,3,4,3,3
"2418",2418,32,"Yes","Travel_Rarely","Sales",1,3,"Life Sciences","Male",2,"Research Scientist","Single",27430,1,19,1,1,2,1,0,0,32,"regular","normal",7.48842794759825,3,3,4,2,3
"2419",2419,26,"No","Non-Travel","Research & Development",18,2,"Medical","Male",1,"Human Resources","Single",108800,1,23,1,7,5,7,5,7,23,"irregular","normal",7.17394957983193,3,4,4,4,3
"2420",2420,55,"No","Travel_Rarely","Research & Development",23,1,"Life Sciences","Male",5,"Laboratory Technician","Divorced",23420,5,11,2,8,2,4,1,2,32,"regular","normal",7.68668122270742,3,3,1,2,3
"2421",2421,34,"No","Travel_Rarely","Sales",28,3,"Life Sciences","Female",2,"Research Scientist","Married",176500,1,19,1,15,6,15,4,13,22,"regular","normal",7.99690376569038,1,3,2,4,4
"2422",2422,60,"No","Travel_Rarely","Sales",17,4,"Medical","Male",1,"Manager","Divorced",40250,3,13,1,19,5,1,0,0,29,"chronic_irregular","normal",6.19185344827586,2,3,3,4,4
"2423",2423,33,"No","Travel_Rarely","Sales",3,3,"Life Sciences","Male",3,"Manager","Married",97250,1,11,0,14,0,14,2,13,18,"regular","normal",7.78065843621399,3,3,2,2,3
"2424",2424,37,"No","Travel_Frequently","Research & Development",13,3,"Life Sciences","Male",1,"Laboratory Technician","Divorced",119040,1,12,1,6,4,6,1,3,27,"chronic_irregular","normal",6.4848717948718,3,3,3,4,2
"2425",2425,34,"No","Travel_Rarely","Research & Development",7,2,"Life Sciences","Male",1,"Healthcare Representative","Married",21770,1,13,0,10,5,10,8,7,17,"irregular","normal",7.11680327868852,3,3,2,4,3
"2426",2426,23,"Yes","Travel_Rarely","Research & Development",12,2,"Medical","Male",2,"Research Scientist","Divorced",75250,1,14,2,3,2,3,0,2,27,"regular","severe_workload",9.21452991452991,3,3,3,4,3
"2427",2427,44,"No","Travel_Rarely","Human Resources",1,3,"Life Sciences","Male",1,"Research Scientist","Married",48340,1,14,0,9,1,8,6,7,19,"regular","normal",8.47462809917355,4,3,3,4,3
"2428",2428,35,"No","Travel_Frequently","Research & Development",13,3,"Life Sciences","Male",3,"Sales Executive","Single",20420,0,16,0,6,2,5,1,4,25,"regular","normal",8.16885593220339,3,3,1,4,4
"2429",2429,43,"No","Travel_Rarely","Research & Development",25,4,"Life Sciences","Male",2,"Sales Executive","Married",22200,1,11,0,10,2,10,8,8,33,"regular","normal",8.10631578947369,1,3,4,4,3
"2430",2430,24,"No","Travel_Rarely","Research & Development",6,3,"Life Sciences","Male",3,"Sales Executive","Married",10520,1,13,0,5,3,5,0,4,26,"chronic_irregular","normal",6.71851063829787,3,3,3,3,3
"2431",2431,41,"No","Travel_Rarely","Sales",6,4,"Marketing","Male",1,"Research Scientist","Single",28210,1,17,0,10,3,10,8,7,30,"irregular","normal",6.9887012987013,3,3,4,3,3
"2432",2432,29,"No","Travel_Rarely","Research & Development",2,2,"Life Sciences","Male",2,"Research Scientist","Married",192370,9,11,1,9,2,5,1,2,31,"regular","normal",7.87486956521739,3,3,4,3,3
"2433",2433,36,"No","Travel_Rarely","Human Resources",1,4,"Life Sciences","Female",3,"Research Scientist","Single",41070,3,11,1,17,2,13,6,7,22,"chronic_irregular","normal",6.29807531380753,1,3,3,4,2
"2434",2434,45,"No","Non-Travel","Sales",2,3,"Life Sciences","Female",2,"Manufacturing Director","Married",83960,3,15,2,25,3,23,14,4,24,"chronic_irregular","normal",6.32464135021097,2,3,3,3,2
"2435",2435,24,"Yes","Travel_Rarely","Sales",6,2,"Medical","Female",2,"Manager","Married",20070,1,12,0,1,2,1,0,0,26,"chronic_irregular","normal",6.43055319148936,2,3,4,3,3
"2436",2436,47,"Yes","Travel_Frequently","Research & Development",1,3,"Medical","Female",2,"Sales Executive","Married",196270,7,11,2,25,1,23,14,10,32,"chronic_irregular","normal",6.79711790393013,3,3,3,3,1
"2437",2437,26,"No","Travel_Rarely","Research & Development",9,1,"Medical","Male",1,"Sales Executive","Married",106860,1,14,1,3,2,3,0,2,18,"regular","normal",7.68181069958848,3,3,4,3,4
"2438",2438,45,"No","Travel_Rarely","Research & Development",1,4,"Life Sciences","Male",1,"Research Director","Single",29420,1,22,1,21,4,21,8,6,33,"chronic_irregular","normal",6.62504385964912,3,4,4,2,3
"2439",2439,32,"No","Travel_Frequently","Sales",1,1,"Marketing","Male",2,"Laboratory Technician","Married",88580,6,16,1,10,2,5,1,3,26,"irregular","normal",6.8936170212766,3,3,1,3,2
"2440",2440,31,"No","Travel_Rarely","Research & Development",14,2,"Life Sciences","Male",1,"Sales Executive","Married",167560,1,11,2,6,5,5,0,3,26,"irregular","normal",7.19851063829787,3,3,2,3,4
"2441",2441,41,"No","Non-Travel","Sales",2,2,"Medical","Male",2,"Research Scientist","Married",107980,6,14,2,10,5,3,1,2,32,"regular","normal",7.6996943231441,1,3,3,2,3
"2442",2442,40,"No","Travel_Rarely","Research & Development",22,2,"Technical Degree","Male",1,"Healthcare Representative","Married",23230,2,16,1,18,2,1,0,0,14,"regular","severe_workload",9.82465587044534,3,3,2,1,3
"2443",2443,24,"No","Travel_Rarely","Research & Development",3,3,"Life Sciences","Female",1,"Research Scientist","Divorced",14160,1,15,1,6,3,6,1,2,19,"chronic_irregular","normal",6.01413223140496,2,3,2,1,4
"2444",2444,46,"No","Travel_Rarely","Research & Development",6,3,"Medical","Male",4,"Sales Executive","Single",46150,6,12,0,19,3,10,0,9,30,"regular","normal",7.56324675324675,2,3,3,2,3
"2445",2445,35,"No","Travel_Rarely","Sales",8,4,"Life Sciences","Male",1,"Laboratory Technician","Married",24610,2,20,1,17,4,7,0,7,31,"regular","normal",7.41378260869565,3,4,4,3,3
"2446",2446,30,"No","Travel_Rarely","Sales",9,4,"Marketing","Male",1,"Laboratory Technician","Married",87220,1,17,1,10,3,10,0,8,34,"regular","normal",7.29801762114537,3,3,2,4,2
"2447",2447,47,"No","Non-Travel","Research & Development",3,2,"Life Sciences","Female",2,"Sales Executive","Married",39550,7,12,1,4,5,1,0,0,34,"regular","normal",7.68409691629956,3,3,3,2,1
"2448",2448,46,"No","Travel_Rarely","Research & Development",1,4,"Technical Degree","Female",3,"Sales Executive","Divorced",99570,4,20,0,13,1,10,0,3,20,"regular","severe_workload",9.79315352697095,3,4,3,4,2
"2449",2449,36,"Yes","Travel_Rarely","Research & Development",1,3,"Medical","Male",2,"Manufacturing Director","Divorced",33760,5,20,0,16,3,2,2,2,14,"regular","severe_workload",10.4067206477733,3,4,2,1,3
"2450",2450,32,"Yes","Travel_Rarely","Research & Development",26,3,"Medical","Female",2,"Research Director","Single",88230,6,13,2,10,3,0,0,0,17,"irregular","normal",7.0005737704918,3,3,1,2,3
"2451",2451,23,"No","Travel_Rarely","Sales",6,4,"Life Sciences","Male",3,"Manufacturing Director","Single",103220,1,14,2,3,2,3,1,2,21,"chronic_irregular","normal",6.0115,3,3,3,2,1
"2452",2452,31,"No","Travel_Frequently","Sales",3,3,"Marketing","Male",2,"Sales Executive","Single",46210,2,18,1,9,3,5,1,4,19,"chronic_irregular","normal",6.50471074380165,3,3,4,4,2
"2453",2453,39,"No","Non-Travel","Research & Development",3,3,"Life Sciences","Female",2,"Manufacturing Director","Married",109760,1,11,0,9,3,9,5,8,17,"regular","severe_workload",10.1745901639344,2,3,4,4,3
"2454",2454,32,"No","Travel_Rarely","Research & Development",6,3,"Technical Degree","Male",1,"Research Scientist","Married",36600,3,11,2,10,0,4,0,2,22,"regular","normal",7.64715481171548,2,3,4,3,1
"2455",2455,40,"No","Travel_Rarely","Sales",6,3,"Life Sciences","Male",3,"Manufacturing Director","Single",104820,1,11,1,21,6,21,12,8,30,"regular","normal",7.93670995670996,2,3,2,2,2
"2456",2456,45,"No","Travel_Rarely","Research & Development",19,4,"Medical","Male",1,"Sales Representative","Married",71190,4,15,0,9,2,5,0,3,16,"regular","normal",7.79620408163265,3,3,3,3,4
"2457",2457,30,"No","Travel_Frequently","Sales",9,3,"Life Sciences","Male",1,"Research Director","Single",95820,0,12,1,10,2,9,0,7,33,"chronic_irregular","normal",6.20407894736842,3,3,4,1,3
"2458",2458,24,"No","Travel_Frequently","Sales",3,4,"Marketing","Male",1,"Sales Executive","Married",45080,0,11,1,3,5,2,2,1,22,"chronic_irregular","normal",5.99125523012552,3,3,1,4,3
"2459",2459,30,"Yes","Travel_Frequently","Research & Development",10,3,"Life Sciences","Female",1,"Human Resources","Divorced",22070,6,14,0,6,4,4,1,2,18,"chronic_irregular","normal",6.71234567901235,3,3,3,4,2
"2460",2460,31,"No","Travel_Rarely","Research & Development",3,2,"Life Sciences","Male",3,"Laboratory Technician","Married",77560,1,15,2,6,3,5,0,2,16,"regular","normal",7.61587755102041,4,3,1,3,3
"2461",2461,27,"No","Travel_Rarely","Sales",3,3,"Life Sciences","Male",1,"Manager","Single",66940,1,13,1,6,2,6,1,4,18,"chronic_irregular","normal",6.32444444444444,2,3,3,4,2
"2462",2462,29,"Yes","Travel_Rarely","Sales",4,3,"Marketing","Male",5,"Research Scientist","Single",36910,1,13,0,2,3,2,2,2,32,"chronic_irregular","normal",6.80930131004367,3,3,2,2,3
"2463",2463,29,"No","Travel_Frequently","Research & Development",8,4,"Life Sciences","Female",1,"Sales Executive","Single",23770,8,21,1,10,2,3,0,2,22,"regular","heavily_worked",8.80652719665272,3,4,4,3,4
"2464",2464,30,"No","Travel_Rarely","Sales",7,3,"Life Sciences","Male",3,"Sales Executive","Divorced",23130,2,11,0,12,5,7,1,7,17,"regular","normal",7.96598360655738,3,3,3,1,3
"2465",2465,34,"No","Travel_Rarely","Research & Development",1,2,"Medical","Female",2,"Healthcare Representative","Married",176650,0,11,0,6,5,5,1,2,23,"regular","severe_workload",9.90008403361345,2,3,4,4,3
"2466",2466,33,"No","Non-Travel","Research & Development",2,4,"Medical","Male",1,"Sales Representative","Single",25960,8,14,1,13,4,11,1,7,23,"regular","normal",7.38550420168067,3,3,4,2,2
"2467",2467,49,"No","Travel_Rarely","Sales",3,4,"Marketing","Male",1,"Sales Executive","Single",47280,3,11,1,8,4,5,0,4,20,"regular","normal",7.70406639004149,3,3,4,4,4
"2468",2468,33,"Yes","Travel_Rarely","Research & Development",10,3,"Life Sciences","Male",1,"Sales Executive","Single",43020,2,13,0,11,3,0,0,0,16,"regular","normal",8.28730612244898,1,3,1,1,2
"2469",2469,38,"No","Travel_Frequently","Research & Development",28,3,"Medical","Male",1,"Healthcare Representative","Married",29790,4,12,1,9,3,6,0,5,30,"regular","normal",7.85636363636364,3,3,3,2,2
"2470",2470,31,"Yes","Travel_Rarely","Human Resources",9,4,"Human Resources","Male",2,"Laboratory Technician","Married",168850,2,14,2,10,2,1,0,0,32,"chronic_irregular","normal",6.19301310043668,3,3,1,3,3
"2471",2471,29,"No","Travel_Rarely","Research & Development",3,4,"Other","Female",2,"Sales Representative","Divorced",55930,1,13,1,1,3,1,0,0,28,"chronic_irregular","normal",6.3344635193133,3,3,4,1,3
"2472",2472,30,"No","Travel_Rarely","Research & Development",2,1,"Medical","Male",1,"Sales Representative","Married",104450,3,18,1,10,3,7,1,7,35,"chronic_irregular","normal",6.77840707964602,3,3,3,3,3
"2473",2473,32,"No","Non-Travel","Research & Development",10,4,"Life Sciences","Female",1,"Laboratory Technician","Single",87400,2,11,1,12,2,7,0,7,29,"chronic_irregular","normal",5.98387931034483,3,3,2,2,3
"2474",2474,38,"No","Travel_Rarely","Research & Development",8,2,"Technical Degree","Female",1,"Manufacturing Director","Married",25140,3,11,0,15,2,1,1,0,24,"regular","heavily_worked",9.00405063291139,2,3,2,4,3
"2475",2475,43,"Yes","Travel_Frequently","Research & Development",1,4,"Other","Male",3,"Sales Executive","Married",76550,9,12,1,6,3,1,0,0,29,"regular","normal",8.37568965517241,3,3,3,3,3
"2476",2476,42,"No","Travel_Rarely","Human Resources",1,3,"Other","Female",1,"Healthcare Representative","Divorced",174650,8,13,1,7,3,5,0,4,28,"chronic_irregular","normal",6.70600858369099,3,3,2,2,2
"2477",2477,55,"No","Travel_Rarely","Research & Development",3,2,"Life Sciences","Female",1,"Sales Executive","Married",73510,8,20,1,34,3,1,0,0,32,"regular","normal",7.59541484716157,3,4,3,NA,3
"2478",2478,33,"No","Non-Travel","Research & Development",14,3,"Other","Male",1,"Research Scientist","Divorced",108200,5,12,0,11,2,9,1,7,20,"chronic_irregular","normal",6.70004149377593,3,3,4,2,2
"2479",2479,41,"No","Travel_Rarely","Research & Development",5,3,"Medical","Male",1,"Sales Representative","Divorced",121690,1,19,0,5,2,5,0,4,31,"chronic_irregular","normal",6.2904347826087,3,3,3,1,NA
"2480",2480,34,"No","Non-Travel","Research & Development",7,4,"Medical","Female",1,"Research Scientist","Divorced",196260,1,21,0,15,5,15,0,7,21,"regular","normal",8.18945833333333,2,4,4,3,3
"2481",2481,53,"No","Non-Travel","Research & Development",10,4,"Medical","Male",2,"Healthcare Representative","Married",20700,4,13,2,27,2,3,0,2,27,"regular","normal",8.10119658119658,4,3,1,3,2
"2482",2482,43,"No","Travel_Rarely","Sales",16,2,"Marketing","Female",1,"Laboratory Technician","Single",67820,0,16,1,10,2,9,1,8,29,"chronic_irregular","normal",6.0976724137931,3,3,2,4,3
"2483",2483,34,"No","Travel_Rarely","Sales",10,2,"Life Sciences","Female",5,"Sales Executive","Single",77790,5,12,1,6,2,2,2,2,33,"regular","normal",7.70381578947368,3,3,4,4,3
"2484",2484,21,"Yes","Travel_Rarely","Sales",1,2,"Marketing","Male",5,"Healthcare Representative","Single",27910,1,14,0,1,3,1,1,0,28,"regular","normal",7.52437768240343,4,3,2,2,3
"2485",2485,38,"No","Travel_Rarely","Research & Development",8,2,"Life Sciences","Female",2,"Sales Executive","Married",32010,1,11,1,5,3,5,0,4,27,"chronic_irregular","normal",6.38884615384615,2,3,4,3,3
"2486",2486,22,"Yes","Travel_Rarely","Research & Development",1,3,"Other","Male",4,"Research Scientist","Married",49680,1,14,0,1,3,1,0,0,17,"regular","heavily_worked",8.89045081967213,3,3,3,1,3
"2487",2487,31,"No","Travel_Rarely","Research & Development",8,5,"Life Sciences","Male",5,"Sales Executive","Married",131200,1,12,2,13,6,12,5,7,26,"regular","normal",7.28017021276596,2,3,1,4,3
"2488",2488,51,"No","Travel_Rarely","Research & Development",1,4,"Life Sciences","Female",1,"Manager","Married",40330,2,14,0,15,2,2,2,2,28,"chronic_irregular","normal",6.70339055793991,3,3,1,3,3
"2489",2489,37,"No","Travel_Rarely","Research & Development",24,1,"Life Sciences","Male",2,"Sales Executive","Married",32910,1,16,3,5,2,5,0,3,27,"regular","normal",8.0208547008547,2,3,2,2,3
"2490",2490,46,"No","Travel_Rarely","Sales",3,4,"Marketing","Female",1,"Sales Representative","Divorced",42720,7,13,0,24,3,2,2,2,26,"regular","severe_workload",9.99412765957447,4,3,3,4,3
"2491",2491,36,"No","Travel_Rarely","Research & Development",27,3,"Technical Degree","Female",4,"Research Scientist","Married",50560,7,12,0,15,2,12,5,7,26,"regular","severe_workload",9.50429787234043,2,3,4,1,3
"2492",2492,44,"Yes","Travel_Frequently","Sales",10,4,"Life Sciences","Male",1,"Research Scientist","Divorced",28440,1,12,0,6,2,5,2,3,29,"regular","severe_workload",9.28745689655172,4,3,3,2,2
"2493",2493,37,"No","Travel_Rarely","Research & Development",19,2,"Technical Degree","Male",2,"Sales Executive","Divorced",27030,2,14,0,19,2,10,4,7,22,"chronic_irregular","normal",6.13393305439331,3,3,3,2,2
"2494",2494,35,"Yes","Travel_Rarely","Research & Development",15,4,"Life Sciences","Male",2,"Research Scientist","Single",19040,1,22,1,10,4,10,7,7,20,"regular","normal",8.58236514522822,3,4,3,4,3
"2495",2495,33,"No","Travel_Rarely","Research & Development",8,5,"Medical","Male",2,"Laboratory Technician","Married",82240,6,19,0,14,3,10,7,6,29,"regular","normal",7.99206896551724,3,3,4,1,3
"2496",2496,28,"No","Travel_Rarely","Sales",9,3,"Medical","Female",2,"Sales Executive","Married",47660,1,12,0,5,3,5,0,3,26,"regular","normal",7.3896170212766,3,3,3,4,4
"2497",2497,39,"No","Travel_Rarely","Sales",3,4,"Marketing","Female",2,"Laboratory Technician","Single",26100,7,12,0,9,2,4,2,2,28,"irregular","normal",6.9087982832618,2,3,3,3,3
"2498",2498,46,"No","Non-Travel","Research & Development",9,2,"Life Sciences","Male",2,"Manufacturing Director","Single",57310,8,17,0,6,2,2,2,2,22,"chronic_irregular","normal",6.69146443514644,3,3,2,2,3
"2499",2499,40,"No","Travel_Rarely","Research & Development",2,2,"Medical","Male",1,"Research Director","Married",25390,4,12,1,7,3,4,0,2,19,"chronic_irregular","normal",6.5552479338843,3,3,3,1,2
"2500",2500,42,"No","Travel_Rarely","Research & Development",7,4,"Other","Female",2,"Laboratory Technician","Married",57140,5,11,0,10,2,0,0,0,23,"chronic_irregular","normal",6.60046218487395,3,3,2,1,2
"2501",2501,35,"No","Non-Travel","Sales",10,1,"Life Sciences","Female",2,"Research Director","Divorced",43230,2,18,3,15,3,7,1,7,18,"chronic_irregular","normal",6.70267489711934,3,3,2,4,3
"2502",2502,38,"No","Non-Travel","Sales",6,4,"Marketing","Male",3,"Sales Executive","Divorced",73360,5,11,0,13,3,11,3,8,32,"regular","normal",7.75772925764192,3,3,1,2,3
"2503",2503,34,"Yes","Travel_Frequently","Research & Development",2,1,"Life Sciences","Male",1,"Manufacturing Director","Married",134990,4,23,2,11,2,7,0,7,30,"regular","normal",7.88813852813853,4,4,4,1,2
"2504",2504,37,"Yes","Travel_Rarely","Research & Development",24,3,"Life Sciences","Male",1,"Laboratory Technician","Single",137580,1,11,1,10,5,10,0,8,21,"chronic_irregular","normal",6.19645833333333,3,3,4,1,1
"2505",2505,39,"No","Travel_Frequently","Research & Development",2,1,"Medical","Male",2,"Healthcare Representative","Divorced",51550,2,18,1,7,3,2,2,2,30,"chronic_irregular","normal",6.19614718614719,2,3,3,4,3
"2506",2506,43,"No","Non-Travel","Human Resources",8,5,"Medical","Female",3,"Sales Executive","Single",22580,4,18,0,7,2,3,1,2,30,"regular","normal",7.39987012987013,3,3,1,3,2
"2507",2507,41,"No","Travel_Rarely","Research & Development",3,3,"Life Sciences","Male",3,"Research Scientist","Single",35970,3,13,1,11,2,3,1,2,33,"regular","normal",7.81258771929825,1,3,2,2,1
"2508",2508,41,"No","Travel_Rarely","Research & Development",1,1,"Technical Degree","Male",3,"Laboratory Technician","Divorced",25150,0,18,0,23,2,22,13,5,21,"regular","severe_workload",10.2819583333333,2,3,3,3,4
"2509",2509,30,"No","Travel_Rarely","Sales",26,3,"Marketing","Female",2,"Manager","Single",44200,9,11,0,9,3,7,0,2,27,"irregular","normal",7.11470085470086,3,3,1,3,3
"2510",2510,26,"Yes","Travel_Rarely","Human Resources",2,1,"Technical Degree","Female",3,"Sales Executive","Married",65780,0,15,2,6,3,5,1,4,23,"regular","normal",8.71802521008403,2,3,4,2,3
"2511",2511,46,"Yes","Travel_Rarely","Research & Development",10,3,"Medical","Male",1,"Sales Executive","Married",44220,4,11,1,13,2,9,3,7,26,"regular","normal",8.02544680851064,3,3,4,2,4
"2512",2512,40,"No","Travel_Rarely","Sales",27,2,"Medical","Female",3,"Sales Executive","Divorced",102740,4,18,0,12,3,5,0,3,17,"chronic_irregular","normal",6.61110655737705,3,3,3,4,3
"2513",2513,34,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences","Male",2,"Laboratory Technician","Married",53430,1,14,0,10,5,10,4,8,21,"regular","normal",7.3765,2,3,2,3,3
"2514",2514,58,"No","Non-Travel","Research & Development",2,4,"Medical","Male",1,"Laboratory Technician","Divorced",23760,4,12,1,37,3,16,14,14,17,"chronic_irregular","normal",6.59909836065574,3,3,2,2,2
"2515",2515,35,"No","Travel_Rarely","Research & Development",8,1,"Technical Degree","Female",3,"Manufacturing Director","Married",53460,0,14,0,6,3,5,0,3,22,"regular","normal",7.41083682008368,2,3,2,3,4
"2516",2516,47,"No","Travel_Rarely","Research & Development",19,5,"Medical","Female",2,"Research Scientist","Divorced",28270,8,14,1,28,3,22,14,10,26,"regular","severe_workload",10.6788936170213,3,3,3,2,3
"2517",2517,40,"No","Travel_Rarely","Research & Development",1,4,"Life Sciences","Male",2,"Manager","Divorced",199430,2,13,1,15,3,7,7,7,29,"irregular","normal",7.22715517241379,3,3,2,1,3
"2518",2518,54,"No","Travel_Rarely","Sales",27,4,"Medical","Male",1,"Research Scientist","Married",31310,4,14,0,14,3,7,1,7,35,"irregular","normal",7.07469026548673,2,3,4,4,2
"2519",2519,31,"No","Travel_Frequently","Sales",8,4,"Other","Female",3,"Manufacturing Director","Married",25520,2,18,0,9,2,3,2,2,32,"regular","normal",7.49427947598253,3,3,1,1,3
"2520",2520,28,"No","Travel_Rarely","Sales",1,2,"Life Sciences","Male",3,"Manager","Married",44770,1,15,0,3,6,3,1,2,18,"regular","normal",7.61160493827161,3,3,3,1,3
"2521",2521,38,"No","Travel_Rarely","Research & Development",19,3,"Medical","Female",2,"Manufacturing Director","Married",64740,2,13,2,20,3,4,0,3,18,"regular","severe_workload",9.50041152263374,1,3,2,4,2
"2522",2522,26,"No","Travel_Rarely","Sales",8,3,"Marketing","Female",1,"Healthcare Representative","Single",30330,1,12,0,5,2,5,1,2,24,"chronic_irregular","normal",6.11620253164557,2,3,3,4,3
"2523",2523,58,"No","Travel_Frequently","Research & Development",10,4,"Technical Degree","Female",1,"Sales Representative","Married",29360,2,13,1,23,3,2,2,2,16,"regular","severe_workload",9.61530612244898,3,3,1,3,3
"2524",2524,18,"No","Non-Travel","Research & Development",2,3,"Life Sciences","Male",3,"Sales Representative","Single",186060,1,24,2,0,4,0,0,0,32,"regular","normal",7.63126637554585,3,4,2,3,1
"2525",2525,31,"Yes","Travel_Rarely","Research & Development",2,3,"Life Sciences","Male",3,"Laboratory Technician","Married",21680,0,14,1,2,2,1,0,0,23,"chronic_irregular","normal",6.14210084033613,3,3,4,1,3
"2526",2526,29,"Yes","Travel_Rarely","Research & Development",8,2,"Medical","Male",1,"Manager","Divorced",28530,4,14,1,4,5,2,2,0,15,"regular","normal",8.6730081300813,2,3,1,1,3
"2527",2527,45,"No","Non-Travel","Sales",1,4,"Technical Degree","Male",1,"Research Scientist","Married",170480,4,15,0,10,3,8,5,7,35,"irregular","normal",7.19969026548673,2,3,3,3,4
"2528",2528,36,"No","Travel_Rarely","Sales",2,3,"Technical Degree","Female",5,"Laboratory Technician","Married",22900,4,11,0,15,5,1,0,0,20,"regular","severe_workload",10.6820331950207,3,3,4,2,3
"2529",2529,43,"No","Travel_Frequently","Sales",8,3,"Medical","Male",1,"Research Director","Married",36000,1,23,0,7,2,7,7,7,18,"irregular","normal",7.03201646090535,3,4,1,4,3
"2530",2530,27,"No","Travel_Frequently","Sales",8,4,"Life Sciences","Male",5,"Research Scientist","Single",21070,0,13,0,6,2,5,0,2,16,"regular","severe_workload",10.221387755102,3,3,4,4,2
"2531",2531,29,"No","Travel_Frequently","Research & Development",6,2,"Medical","Male",1,"Human Resources","Married",41150,1,11,0,11,1,11,3,10,18,"regular","normal",7.69263374485597,3,3,4,4,4
"2532",2532,32,"No","Travel_Frequently","Sales",9,4,"Life Sciences","Male",4,"Sales Executive","Single",43270,8,13,0,4,4,0,0,0,32,"regular","normal",7.59620087336245,3,3,4,4,4
"2533",2533,42,"No","Non-Travel","Research & Development",11,3,"Medical","Male",1,"Manager","Married",178560,3,18,0,10,2,6,3,3,22,"chronic_irregular","normal",6.49665271966527,3,3,3,3,2
"2534",2534,47,"No","Travel_Rarely","Sales",2,2,"Life Sciences","Female",5,"Manager","Single",31960,4,14,1,7,3,2,2,0,27,"chronic_irregular","normal",6.11547008547009,2,3,2,3,3
"2535",2535,46,"No","Travel_Rarely","Human Resources",1,3,"Life Sciences","Female",1,"Laboratory Technician","Divorced",190810,3,21,0,12,2,9,4,7,24,"irregular","normal",7.19227848101266,3,4,4,4,2
"2536",2536,28,"No","Non-Travel","Research & Development",7,3,"Life Sciences","Male",1,"Sales Executive","Divorced",89660,1,16,1,3,3,3,2,2,27,"regular","normal",7.71675213675214,2,3,3,4,3
