"","EmployeeID","Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","Gender","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager","vacations","mean_attendance","work_regularity","workLoad","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance","JobInvolvement","PerformanceRating"
"1969","1969",32,"0","Non-Travel","Research & Development",15,"3","Medical","Male","2","Manager","Single",69290,10,20,"0",10,6,8,7,7,15,7.22918803418803,"1","0","4","3","3","1","4"
"1970","1970",34,"0","Travel_Rarely","Sales",6,"4","Marketing","Male","2","Research Director","Divorced",96130,1,12,"1",16,5,15,0,9,16,7.09369098712446,"1","0","2","4","2","2","3"
"1971","1971",59,"0","Travel_Rarely","Research & Development",5,"3","Life Sciences","Male","2","Research Scientist","Married",56740,4,12,"0",14,6,6,0,4,6,8.1016049382716,"0","0","2","4","1","3","3"
"1972","1972",45,"0","Travel_Rarely","Research & Development",16,"1","Medical","Male","2","Sales Executive","Single",54840,2,20,"3",6,6,6,0,4,6,6.70592592592593,"1","0","2","2","3","3","4"
"1973","1973",53,"0","Travel_Frequently","Sales",8,"2","Medical","Male","2","Research Scientist","Married",120610,3,20,"1",30,2,15,6,12,19,7.80269565217391,"0","0","3","2","3","4","4"
"1974","1974",36,"1","Travel_Rarely","Research & Development",7,"2","Life Sciences","Female","1","Research Scientist","Divorced",56600,8,12,"0",9,3,1,0,0,20,6.08288209606987,"2","0","1","3","2","3","3"
"1975","1975",26,"1","Travel_Frequently","Sales",2,"3","Life Sciences","Male","2","Research Scientist","Married",48210,7,14,"2",6,2,3,1,2,7,8.19644628099174,"0","0","1","1","3","3","3"
"1976","1976",34,"0","Travel_Rarely","Research & Development",2,"2","Life Sciences","Male","1","Sales Representative","Married",64100,2,13,"1",1,5,1,0,0,3,9.1939837398374,"0","2","3","3","3","2","3"
"1977","1977",28,"0","Travel_Rarely","Research & Development",10,"3","Other","Male","2","Sales Representative","Married",52100,2,15,"0",1,1,1,0,0,7,7.83590909090909,"0","0","4","2","3","4","3"
"1978","1978",38,"0","Travel_Frequently","Sales",9,"4","Medical","Male","2","Research Scientist","Married",26950,4,14,"1",8,4,2,2,2,9,7.57220833333333,"0","0","3","3","3","1","3"
"1979","1979",50,"0","Travel_Rarely","Research & Development",5,"4","Life Sciences","Male","1","Sales Executive","Married",118780,3,13,"1",29,2,8,7,7,3,9.59581300813008,"0","2","2","3","2","3","3"
"1980","1980",37,"0","Travel_Rarely","Research & Development",1,"3","Life Sciences","Male","1","Laboratory Technician","Single",170680,4,23,"0",8,6,4,0,1,19,7.3084347826087,"1","0","4","2","2","3","4"
"1981","1981",40,"0","Travel_Rarely","Human Resources",2,"3","Medical","Male","5","Sales Executive","Married",24550,2,15,"1",8,2,7,7,5,23,6.07778761061947,"2","0","3","1","2","3","3"
"1982","1982",26,"0","Travel_Frequently","Research & Development",3,"3","Medical","Male","2","Laboratory Technician","Divorced",139640,2,11,"2",5,1,5,1,3,12,7.70527426160338,"0","0","1","3","3","2","3"
"1983","1983",46,"0","Travel_Rarely","Research & Development",2,"1","Medical","Female","3","Research Scientist","Divorced",49410,10,13,"2",23,2,2,2,2,9,7.41675,"1","0","4","4","3","2","3"
"1984","1984",54,"0","Travel_Rarely","Research & Development",5,"3","Medical","Female","2","Manufacturing Director","Married",24780,7,11,"0",13,0,9,7,0,20,7.66401746724891,"0","0","3","3","3","3","3"
"1985","1985",56,"0","Travel_Frequently","Research & Development",1,"2","Life Sciences","Female","2","Manufacturing Director","Married",52280,3,11,"0",18,4,5,0,3,12,6.90708860759494,"1","0","1","3","3","3","3"
"1986","1986",36,"0","Travel_Rarely","Research & Development",4,"2","Life Sciences","Female","2","Human Resources","Single",44780,1,18,"1",15,3,14,7,8,16,6.61557939914163,"2","0","4","4","2","3","3"
"1987","1987",55,"0","Non-Travel","Research & Development",2,"3","Medical","Female","2","Manager","Single",75470,8,16,"0",31,2,9,6,2,7,6.07900826446281,"2","0","3","1","4","2","3"
"1988","1988",43,"0","Travel_Rarely","Sales",25,"2","Life Sciences","Male","3","Research Scientist","Divorced",50550,6,22,"0",18,2,1,0,0,13,7.91733050847458,"0","0","3","4","3","2","4"
"1989","1989",20,"1","Travel_Frequently","Sales",8,"3","Marketing","Male","3","Sales Executive","Single",34640,2,20,"0",2,3,2,0,2,15,9.13119658119658,"0","2","4","4","3","2","4"
"1990","1990",21,"1","Travel_Rarely","Research & Development",1,"4","Life Sciences","Male","1","Manager","Single",57750,2,18,"0",1,2,1,1,0,16,6.64515021459227,"2","0","3","1","2","3","3"
"1991","1991",46,"0","Travel_Rarely","Sales",12,"3","Marketing","Female","3","Healthcare Representative","Divorced",89430,9,12,"1",19,6,16,1,7,6,10.971316872428,"0","2","4","1","3","3","3"
"1992","1992",51,"1","Travel_Rarely","Sales",23,"3","Medical","Female","2","Research Scientist","Married",192720,10,20,"0",18,2,10,2,7,16,8.68519313304721,"0","2","1","3","4","3","4"
"1993","1993",28,"1","Non-Travel","Research & Development",19,"4","Life Sciences","Female","4","Laboratory Technician","Single",52380,2,17,"1",10,4,10,1,9,7,7.39136363636364,"1","0","2","1","2","2","3"
"1994","1994",26,"0","Travel_Rarely","Research & Development",5,"4","Medical","Female","2","Sales Executive","Married",46820,2,11,"1",6,3,5,1,3,7,7.4903305785124,"0","0","1","1","3","1","3"
"1995","1995",30,"0","Travel_Rarely","Research & Development",8,"3","Medical","Female","1","Sales Executive","Married",183000,1,14,"0",7,6,6,0,2,6,6.24008230452675,"2","0","3","1","2","3","3"
"1996","1996",41,"0","Travel_Rarely","Sales",1,"4","Life Sciences","Female","1","Research Director","Married",52570,2,14,"0",10,2,10,0,8,4,7.89367346938776,"0","0","2","3","3","4","3"
"1998","1998",40,"0","Travel_Rarely","Sales",1,"4","Marketing","Male","1","Sales Executive","Married",48690,5,12,"0",14,2,11,11,1,16,7.92412017167382,"0","0","1","4","3","3","3"
"1999","1999",27,"0","Non-Travel","Sales",11,"3","Technical Degree","Female","2","Laboratory Technician","Married",99850,2,14,"1",3,3,3,1,2,8,7.99128630705394,"0","0","1","3","3","2","3"
"2000","2000",55,"0","Travel_Frequently","Research & Development",23,"5","Life Sciences","Male","3","Laboratory Technician","Married",36970,4,13,"1",23,1,3,1,2,9,6.704375,"1","0","4","2","3","3","3"
"2001","2001",28,"0","Travel_Rarely","Research & Development",1,"3","Life Sciences","Male","2","Healthcare Representative","Single",74570,4,11,"2",10,1,8,1,7,7,6.56826446280992,"2","0","3","3","4","4","3"
"2002","2002",44,"1","Travel_Rarely","Research & Development",18,"4","Life Sciences","Female","2","Sales Executive","Married",21190,10,15,"0",24,3,20,3,6,20,6.17122270742358,"2","0","2","1","3","3","3"
"2003","2003",33,"0","Travel_Rarely","Sales",23,"4","Marketing","Female","4","Sales Executive","Divorced",39830,5,12,"0",9,3,3,1,2,6,6.3801646090535,"2","0","4","4","3","3","3"
"2004","2004",35,"1","Travel_Rarely","Sales",7,"4","Life Sciences","Male","3","Sales Representative","Single",61180,1,21,"1",9,3,8,4,7,13,9.78194915254237,"0","2","4","1","3","2","4"
"2005","2005",33,"1","Travel_Frequently","Research & Development",1,"2","Life Sciences","Female","1","Sales Executive","Single",62140,2,19,"2",14,3,13,3,8,8,7.77867219917012,"0","0","1","3","3","3","3"
"2006","2006",28,"0","Travel_Rarely","Human Resources",1,"1","Human Resources","Male","2","Research Scientist","Divorced",63470,2,15,"1",4,2,4,2,2,8,6.70966804979253,"1","0","1","3","2","3","3"
"2007","2007",34,"0","Travel_Frequently","Sales",29,"4","Marketing","Male","1","Research Scientist","Single",115100,1,14,"1",7,5,6,0,4,11,6.72138655462185,"1","0","1","4","2","3","3"
"2008","2008",37,"0","Travel_Rarely","Research & Development",7,"4","Life Sciences","Male","4","Sales Executive","Divorced",71430,3,21,"0",8,6,1,0,0,5,10.5922950819672,"0","2","4","4","3","2","4"
"2009","2009",25,"1","Travel_Rarely","Human Resources",25,"4","Human Resources","Female","2","Research Scientist","Married",82680,2,12,"0",7,3,7,5,6,15,10.8655555555556,"0","2","4","4","4","2","3"
"2010","2010",26,"1","Travel_Rarely","Sales",8,"2","Marketing","Male","2","Sales Executive","Divorced",80950,2,15,"0",1,3,1,0,0,16,7.78957081545064,"0","0","1","3","2","4","3"
"2011","2011",33,"1","Travel_Rarely","Research & Development",8,"2","Life Sciences","Male","4","Manufacturing Director","Single",29040,5,13,"0",5,2,2,2,2,4,10.2162448979592,"0","2","1","2","3","3","3"
"2012","2012",42,"0","Travel_Rarely","Research & Development",11,"1","Life Sciences","Male","4","Research Scientist","Married",60320,1,14,"0",23,2,22,13,7,9,6.80816666666667,"1","0","4","1","3","2","3"
"2013","2013",28,"1","Travel_Frequently","Research & Development",7,"3","Life Sciences","Male","2","Manager","Divorced",29760,2,14,"0",1,3,1,0,0,12,6.28122362869198,"2","0","1","2","3","3","3"
"2014","2014",50,"1","Travel_Frequently","Research & Development",1,"4","Medical","Male","2","Research Scientist","Single",159920,4,14,"0",5,3,0,0,0,15,10.5085042735043,"0","2","4","3","3","3","3"
"2015","2015",33,"0","Travel_Frequently","Sales",9,"3","Medical","Female","2","Research Scientist","Married",46490,1,12,"0",4,2,3,0,2,13,8.00822033898305,"0","0","4","2","3","2","3"
"2016","2016",34,"0","Non-Travel","Sales",1,"1","Marketing","Female","2","Research Director","Married",26960,4,23,"0",6,3,0,0,0,6,7.10506172839506,"1","0","3","4","3","3","4"
"2018","2018",45,"0","Non-Travel","Research & Development",1,"3","Medical","Female","2","Human Resources","Married",125040,2,12,"1",15,2,15,4,12,10,6.0202510460251,"2","0","2","3","3","3","3"
"2019","2019",52,"0","Travel_Rarely","Sales",1,"3","Life Sciences","Male","1","Sales Executive","Single",59740,8,18,"1",18,6,8,4,0,20,8.01323144104803,"0","0","2","2","3","3","3"
"2020","2020",38,"0","Travel_Rarely","Research & Development",6,"2","Medical","Male","1","Research Scientist","Divorced",47360,1,11,"1",9,3,8,2,7,10,10.6924267782427,"0","2","3","3","3","2","3"
"2021","2021",29,"0","Travel_Rarely","Research & Development",8,"3","Medical","Female","4","Research Scientist","Divorced",52960,5,14,"0",11,3,7,1,7,7,6.3148347107438,"2","0","3","4","3","4","3"
"2022","2022",28,"0","Travel_Rarely","Human Resources",1,"3","Human Resources","Female","4","Laboratory Technician","Divorced",67810,1,15,"1",10,2,9,1,7,17,6.90913793103448,"1","0","4","2","2","3","3"
"2023","2023",46,"0","Travel_Rarely","Research & Development",6,"4","Medical","Male","3","Sales Executive","Married",21740,4,11,"1",23,3,12,4,9,23,6.39367256637168,"2","0","1","3","3","3","3"
"2024","2024",38,"0","Travel_Rarely","Research & Development",7,"4","Medical","Male","1","Sales Executive","Single",66530,8,20,"1",10,2,1,0,0,18,7.3787012987013,"1","0","4","2","3","3","4"
"2025","2025",43,"0","Travel_Frequently","Research & Development",5,"3","Medical","Female","2","Laboratory Technician","Married",96990,9,19,"1",18,3,8,0,1,7,7.07,"1","0","3","1","3","3","3"
"2026","2026",39,"1","Travel_Frequently","Sales",1,"3","Marketing","Male","2","Healthcare Representative","Divorced",67550,8,14,"1",21,2,18,11,5,20,7.21065502183406,"1","0","1","4","3","3","3"
"2027","2027",40,"0","Travel_Rarely","Research & Development",1,"1","Life Sciences","Male","1","Healthcare Representative","Single",22130,2,17,"0",21,4,20,4,9,6,6.00839506172839,"2","0","3","3","4","3","3"
"2028","2028",21,"0","Travel_Rarely","Research & Development",1,"4","Life Sciences","Female","1","Research Scientist","Single",26100,2,11,"1",2,3,2,2,2,18,10.5079220779221,"0","2","4","2","4","2","3"
"2029","2029",39,"0","Non-Travel","Research & Development",6,"3","Life Sciences","Male","1","Laboratory Technician","Single",28510,10,15,"0",9,2,5,0,3,6,6.2120987654321,"2","0","3","2","2","3","3"
"2030","2030",36,"0","Non-Travel","Research & Development",1,"3","Medical","Male","3","Sales Representative","Single",34520,3,13,"3",18,4,11,0,9,10,7.21410041841004,"1","0","1","4","3","4","3"
"2031","2031",31,"0","Travel_Frequently","Research & Development",7,"3","Life Sciences","Male","1","Sales Executive","Married",52580,1,14,"3",3,5,2,2,2,8,6.61149377593361,"2","0","3","4","3","3","3"
"2032","2032",28,"0","Travel_Rarely","Sales",2,"4","Marketing","Male","1","Sales Executive","Married",93550,1,11,"0",6,4,5,0,4,12,7.51552742616034,"0","0","1","2","1","3","3"
"2033","2033",35,"0","Travel_Frequently","Research & Development",9,"2","Other","Female","1","Manufacturing Director","Divorced",104960,2,13,"1",5,2,5,0,2,22,6.60242290748899,"1","0","4","4","3","3","3"
"2034","2034",49,"0","Travel_Rarely","Sales",2,"2","Medical","Female","1","Sales Executive","Married",63800,7,23,"1",22,1,9,2,3,10,7.17949790794979,"1","0","4","2","3","2","4"
"2035","2035",34,"0","Travel_Frequently","Sales",9,"1","Technical Degree","Male","2","Sales Executive","Single",26570,3,13,"1",5,3,3,0,2,7,8.00661157024793,"0","0","4","3","2","2","3"
"2036","2036",29,"0","Travel_Frequently","Research & Development",1,"4","Medical","Male","3","Research Scientist","Divorced",27160,1,18,"0",8,2,7,1,1,9,7.090625,"1","0","4","2","2","1","3"
"2037","2037",42,"0","Travel_Rarely","Sales",21,"2","Life Sciences","Female","1","Healthcare Representative","Single",22010,5,12,"1",16,3,1,0,0,18,7.20497835497835,"1","0","2","4","3","4","3"
"2038","2038",29,"0","Travel_Rarely","Sales",4,"2","Other","Female","2","Healthcare Representative","Married",65400,2,22,"0",10,2,10,1,2,10,10.8680753138075,"0","2","2","4","2","1","4"
"2039","2039",38,"0","Travel_Rarely","Research & Development",1,"3","Medical","Female","1","Human Resources","Married",38160,2,13,"2",7,2,7,5,0,18,6.52207792207792,"2","0","3","3","4","2","3"
"2040","2040",28,"0","Travel_Frequently","Sales",6,"4","Life Sciences","Male","1","Manager","Divorced",52530,2,15,"0",3,2,3,0,2,5,10.7231147540984,"0","2","3","3","3","3","3"
"2041","2041",18,"1","Non-Travel","Research & Development",2,"4","Medical","Male","3","Laboratory Technician","Single",109650,2,18,"0",0,5,0,0,0,21,6.99048245614035,"1","0","3","3","3","4","3"
"2042","2042",33,"1","Travel_Rarely","Research & Development",3,"2","Life Sciences","Male","1","Sales Executive","Single",49360,1,14,"0",6,2,5,0,3,3,8.96109756097561,"0","2","1","1","3","2","3"
"2043","2043",41,"0","Travel_Rarely","Research & Development",4,"2","Medical","Male","2","Research Scientist","Married",25430,4,12,"0",6,3,1,0,0,15,8.10401709401709,"0","0","2","4","3","3","3"
"2044","2044",31,"1","Travel_Frequently","Sales",10,"3","Technical Degree","Female","1","Research Director","Married",53040,2,17,"0",2,3,2,2,2,8,7.05900414937759,"1","0","3","3","2","4","3"
"2045","2045",37,"0","Travel_Rarely","Research & Development",23,"3","Life Sciences","Male","3","Manufacturing Director","Divorced",166590,8,16,"1",9,2,6,1,3,3,7.96028455284553,"0","0","3","4","3","3","3"
"2046","2046",27,"0","Travel_Rarely","Research & Development",6,"2","Medical","Female","1","Healthcare Representative","Married",42600,2,11,"2",4,2,4,2,2,18,7.39675324675325,"1","0","4","3","3","3","3"
"2047","2047",34,"0","Travel_Rarely","Sales",1,"1","Marketing","Female","2","Laboratory Technician","Married",24760,2,19,"0",6,2,6,1,3,12,7.0937552742616,"1","0","2","3","2","3","3"
"2048","2048",35,"0","Travel_Rarely","Research & Development",6,"3","Life Sciences","Female","3","Laboratory Technician","Single",31020,2,13,"1",6,3,5,1,4,6,6.78860082304527,"1","0","3","3","1","2","3"
"2049","2049",29,"1","Travel_Rarely","Research & Development",6,"3","Life Sciences","Male","1","Sales Executive","Married",22440,2,12,"3",11,5,11,3,10,6,6.79851851851852,"1","0","4","1","1","1","3"
"2050","2050",40,"0","Travel_Frequently","Research & Development",2,"4","Medical","Male","4","Human Resources","Single",75960,10,11,"0",20,0,18,2,13,11,6.73319327731092,"1","0","2","3","2","1","3"
"2051","2051",42,"1","Travel_Frequently","Sales",2,"4","Life Sciences","Male","1","Laboratory Technician","Single",22850,1,16,"0",22,3,21,13,14,7,8.04061983471074,"0","0","3","1","2","1","3"
"2052","2052",42,"0","Travel_Rarely","Research & Development",1,"2","Life Sciences","Male","4","Laboratory Technician","Single",30340,8,21,"1",9,3,6,1,5,18,7.69294372294372,"0","0","2","1","4","2","4"
"2053","2053",35,"0","Travel_Rarely","Research & Development",5,"3","Medical","Male","1","Healthcare Representative","Married",57150,7,24,"2",10,0,8,1,7,22,7.06973568281938,"1","0","4","3","3","3","4"
"2054","2054",24,"0","Travel_Rarely","Sales",7,"4","Life Sciences","Female","1","Laboratory Technician","Single",25760,9,17,"3",6,3,4,1,2,21,7.86609649122807,"0","0","4","2","3","3","3"
"2055","2055",28,"1","Travel_Rarely","Research & Development",15,"4","Life Sciences","Male","2","Sales Executive","Married",41970,2,13,"0",1,3,1,0,0,18,10.2647186147186,"0","2","3","4","2","1","3"
"2056","2056",26,"0","Travel_Rarely","Research & Development",1,"4","Life Sciences","Male","2","Sales Representative","Married",143360,2,21,"1",8,3,8,0,7,17,7.49387931034483,"0","0","1","4","3","3","4"
"2057","2057",30,"0","Travel_Rarely","Research & Development",7,"2","Life Sciences","Female","1","Manufacturing Director","Married",34480,2,11,"0",10,3,10,1,4,13,7.70694915254237,"0","0","3","3","3","3","3"
"2058","2058",40,"0","Travel_Frequently","Research & Development",26,"4","Life Sciences","Male","2","Research Scientist","Married",194060,4,20,"3",16,2,1,0,0,14,10.5370212765957,"0","2","3","4","1","3","4"
"2059","2059",35,"0","Travel_Rarely","Research & Development",18,"5","Medical","Female","2","Research Scientist","Divorced",65380,3,16,"1",15,3,7,6,4,5,6.88926229508197,"1","0","3","2","4","3","3"
"2060","2060",34,"0","Travel_Frequently","Research & Development",6,"2","Life Sciences","Male","1","Research Director","Single",43060,1,11,"0",14,2,13,4,9,12,7.55050632911392,"0","0","4","1","3","3","3"
"2061","2061",35,"0","Travel_Frequently","Research & Development",3,"3","Medical","Female","2","Laboratory Technician","Married",22580,2,11,"1",2,2,2,2,2,13,7.98588983050847,"0","0","4","4","4","3","3"
"2062","2062",43,"1","Travel_Rarely","Sales",5,"3","Marketing","Female","3","Research Scientist","Single",45220,9,15,"1",7,3,4,1,3,9,7.50258333333333,"0","0","1","3","2","3","3"
"2063","2063",32,"0","Non-Travel","Research & Development",11,"2","Other","Female","2","Research Scientist","Divorced",44870,2,11,"0",1,5,1,0,0,10,6.6228870292887,"2","0","3","1","3","2","3"
"2064","2064",56,"0","Travel_Rarely","Research & Development",3,"2","Other","Male","2","Healthcare Representative","Divorced",44490,5,15,"0",28,3,5,4,2,8,6.28112033195021,"2","0","4","1","3","1","3"
"2065","2065",29,"0","Travel_Rarely","Research & Development",26,"1","Life Sciences","Male","1","Laboratory Technician","Married",22180,2,24,"1",10,1,10,0,8,16,7.50751072961373,"0","0","2","4","3","3","4"
"2066","2066",19,"0","Travel_Rarely","Research & Development",23,"4","Life Sciences","Male","2","Laboratory Technician","Single",191970,2,12,"0",1,2,1,0,0,12,7.27839662447257,"1","0","3","1","3","3","3"
"2067","2067",45,"0","Travel_Rarely","Research & Development",22,"3","Life Sciences","Female","2","Sales Representative","Married",132120,5,13,"0",7,4,3,0,2,15,8.79431623931624,"0","2","1","3","2","3","3"
"2068","2068",37,"0","Travel_Rarely","Research & Development",14,"4","Life Sciences","Male","3","Research Scientist","Married",65770,2,13,"0",14,1,14,3,11,22,6.77259911894273,"1","0","4","4","2","1","3"
"2069","2069",20,"0","Travel_Rarely","Research & Development",6,"3","Medical","Male","5","Research Director","Single",83920,2,17,"0",2,5,2,1,2,9,6.708625,"1","0","1","3","2","3","3"
"2070","2070",44,"1","Travel_Rarely","Human Resources",6,"2","Human Resources","Male","3","Sales Executive","Single",45580,2,13,"1",6,2,6,0,2,6,10.4285596707819,"0","2","3","3","3","1","3"
"2071","2071",53,"0","Travel_Rarely","Research & Development",6,"4","Life Sciences","Male","1","Research Director","Divorced",40310,4,12,"1",26,3,7,4,7,24,5.99466666666667,"2","0","4","3","3","2","3"
"2072","2072",29,"0","Travel_Rarely","Research & Development",23,"3","Medical","Male","1","Sales Executive","Married",79690,1,14,"0",6,3,5,1,3,16,8.89969957081545,"0","2","2","4","2","3","3"
"2073","2073",22,"1","Travel_Frequently","Research & Development",22,"4","Medical","Male","1","Sales Representative","Married",26540,1,24,"0",1,5,0,0,0,16,9.89111587982833,"0","2","3","4","3","2","4"
"2074","2074",46,"0","Travel_Rarely","Research & Development",2,"3","Life Sciences","Male","2","Research Scientist","Married",165550,9,14,"2",28,4,26,15,9,20,6.03126637554585,"2","0","3","1","3","3","3"
"2075","2075",44,"0","Non-Travel","Research & Development",20,"3","Life Sciences","Male","1","Sales Representative","Single",45560,3,13,"0",6,4,0,0,0,19,6.19691304347826,"2","0","4","3","3","3","3"
"2076","2076",33,"0","Travel_Rarely","Research & Development",28,"4","Life Sciences","Female","1","Manager","Married",60910,2,15,"0",5,6,5,1,4,4,7.84057142857143,"0","0","2","3","3","1","3"
"2077","2077",41,"1","Non-Travel","Research & Development",12,"3","Life Sciences","Male","2","Sales Representative","Divorced",195660,7,16,"0",5,2,1,0,0,9,7.20133333333333,"1","0","1","1","1","4","3"
"2078","2078",30,"0","Travel_Rarely","Sales",20,"3","Marketing","Male","3","Sales Executive","Divorced",48100,9,18,"0",8,3,4,0,3,17,7.4873275862069,"0","0","3","1","3","2","3"
"2079","2079",40,"0","Travel_Frequently","Sales",9,"3","Medical","Male","1","Manufacturing Director","Married",45230,6,16,"1",5,5,0,0,0,5,6.76561475409836,"1","0","2","2","3","4","3"
"2081","2081",28,"0","Travel_Rarely","Research & Development",6,"3","Technical Degree","Male","2","Research Scientist","Married",23510,2,16,"0",6,4,6,3,3,10,7.1644769874477,"1","0","4","1","3","3","3"
"2082","2082",46,"0","Travel_Rarely","Research & Development",8,"4","Other","Male","3","Manager","Married",17020,6,21,"0",25,2,4,0,3,9,7.30545833333333,"1","0","4","2","3","3","4"
"2083","2083",35,"0","Travel_Rarely","Sales",4,"4","Marketing","Male","1","Laboratory Technician","Married",180410,4,20,"1",15,3,7,1,7,5,8.51594262295082,"0","1","3","1","3","2","4"
"2084","2084",24,"1","Travel_Rarely","Human Resources",28,"4","Human Resources","Male","3","Manufacturing Director","Married",28860,2,19,"1",1,5,1,0,0,21,6.63043859649123,"1","0","4","2","1","3","3"
"2085","2085",33,"0","Travel_Frequently","Research & Development",9,"2","Medical","Female","1","Sales Executive","Married",20970,2,14,"2",10,5,10,0,1,22,5.95057268722467,"2","0","2","3","2","2","3"
"2086","2086",36,"0","Travel_Rarely","Research & Development",9,"2","Medical","Male","2","Sales Executive","Divorced",119350,2,11,"3",7,6,7,1,7,19,6.62952173913043,"2","0","3","3","3","4","3"
"2087","2087",30,"0","Travel_Rarely","Sales",29,"3","Marketing","Male","1","Sales Executive","Divorced",25460,2,14,"1",10,2,10,8,9,16,5.99725321888412,"2","0","3","3","2","3","3"
"2088","2088",44,"0","Travel_Rarely","Research & Development",3,"4","Medical","Male","2","Research Scientist","Single",25640,2,12,"3",20,3,20,13,17,5,7.62545081967213,"0","0","4","4","3","1","3"
"2089","2089",20,"0","Travel_Rarely","Research & Development",18,"4","Medical","Male","1","Human Resources","Single",84120,2,13,"0",2,2,2,2,2,5,6.31577868852459,"2","0","3","4","3","2","3"
"2090","2090",46,"0","Travel_Rarely","Sales",9,"1","Medical","Female","1","Sales Executive","Divorced",141180,3,22,"0",12,3,6,1,4,9,6.20045833333333,"2","0","4","4","2","3","4"
"2091","2091",42,"0","Non-Travel","Research & Development",5,"4","Medical","Male","5","Sales Executive","Married",170460,8,11,"0",10,3,4,0,3,4,7.50681632653061,"0","0","4","1","4","2","3"
"2092","2092",60,"0","Travel_Rarely","Sales",2,"2","Life Sciences","Male","2","Sales Executive","Divorced",25640,1,14,"1",12,3,11,1,9,9,8.59070833333333,"0","2","2","4","3","3","3"
"2093","2093",32,"0","Travel_Frequently","Sales",10,"3","Life Sciences","Female","1","Sales Executive","Married",102660,2,11,"0",2,3,2,2,2,10,7.30330543933054,"1","0","3","2","3","3","3"
"2094","2094",32,"0","Travel_Frequently","Research & Development",9,"3","Life Sciences","Female","2","Research Scientist","Single",50700,5,12,"1",10,6,8,0,7,10,8.45510460251046,"0","1","4","3","3","3","3"
"2095","2095",36,"0","Travel_Rarely","Sales",3,"2","Marketing","Male","4","Healthcare Representative","Divorced",178610,3,18,"0",17,2,7,7,7,20,8.00480349344978,"0","0","3","1","3","2","3"
"2096","2096",33,"0","Travel_Rarely","Sales",26,"2","Marketing","Male","1","Research Scientist","Married",42300,1,12,"0",15,0,14,4,10,9,6.08658333333333,"2","0","1","4","3","3","3"
"2097","2097",40,"0","Travel_Rarely","Research & Development",1,"3","Medical","Female","2","Research Scientist","Divorced",37800,8,12,"0",7,2,5,1,3,17,7.33995689655172,"1","0","2","2","4","1","3"
"2098","2098",25,"0","Travel_Rarely","Research & Development",6,"2","Medical","Female","1","Laboratory Technician","Single",27680,1,22,"1",5,0,4,1,1,17,8.00185344827586,"0","0","3","4","3","3","4"
"2099","2099",30,"0","Travel_Rarely","Sales",9,"3","Marketing","Female","1","Research Scientist","Married",90710,1,19,"1",12,2,11,5,7,10,9.19372384937238,"0","2","4","2","3","2","3"
"2100","2100",42,"0","Travel_Frequently","Human Resources",8,"2","Medical","Male","1","Sales Executive","Married",106480,4,13,"1",20,1,1,0,0,17,9.48870689655172,"0","2","1","1","3","3","3"
"2101","2101",35,"0","Non-Travel","Research & Development",1,"1","Life Sciences","Male","2","Sales Executive","Married",136100,5,22,"2",16,4,13,4,12,7,9.79132231404959,"0","2","3","4","2","2","4"
"2102","2102",27,"0","Travel_Rarely","Research & Development",7,"3","Life Sciences","Male","3","Manufacturing Director","Married",34080,2,24,"0",9,2,9,6,8,15,9.20752136752137,"0","2","1","1","2","3","4"
"2103","2103",54,"0","Travel_Frequently","Research & Development",9,"2","Medical","Male","2","Sales Representative","Divorced",29830,8,14,"1",33,2,5,1,4,14,6.36927659574468,"2","0","4","3","1","2","3"
"2104","2104",44,"0","Travel_Rarely","Human Resources",4,"4","Life Sciences","Male","5","Laboratory Technician","Married",76320,2,21,"0",10,3,10,7,7,7,5.98413223140496,"2","0","1","4","3","3","4"
"2105","2105",19,"1","Non-Travel","Sales",2,"2","Other","Male","3","Healthcare Representative","Single",98240,2,18,"0",1,2,1,0,0,11,8.40264705882353,"0","0","1","2","4","3","3"
"2106","2106",29,"0","Travel_Rarely","Research & Development",19,"4","Life Sciences","Male","1","Manufacturing Director","Divorced",99500,2,20,"0",3,3,3,1,2,11,7.39579831932773,"0","0","1","4","3","3","4"
"2107","2107",54,"0","Travel_Rarely","Research & Development",9,"4","Life Sciences","Male","2","Sales Executive","Married",20930,4,19,"0",36,2,10,0,9,17,7.69461206896552,"0","0","4","4","3","3","3"
"2108","2108",31,"0","Travel_Rarely","Research & Development",21,"3","Life Sciences","Male","2","Laboratory Technician","Married",99800,2,12,"0",6,1,6,0,1,5,8.59397540983607,"0","2","3","1","2","3","3"
"2109","2109",31,"0","Travel_Rarely","Sales",24,"1","Marketing","Female","1","Sales Executive","Single",38940,2,12,"0",10,3,10,1,8,11,7.30134453781513,"1","0","3","1","3","4","3"
"2110","2110",59,"0","Travel_Rarely","Research & Development",3,"4","Technical Degree","Male","1","Research Scientist","Single",40510,6,16,"3",13,3,6,0,5,7,7.44276859504132,"0","0","3","4","3","3","3"
